实体名称,中文名,公司名称,外文名,别名,地址,总部,总部地点,成员国,成立时间,正式成立,组织机构,现任总领事,上级机构,隶属,所属地区,类型,所有者,所属公司,所属联盟,首席主编,主要产品,语种,类别,主办单位,编辑单位,创刊时间,国外发行代号,官网,主要奖项,知名校友,创办时间,创办人,创始人,办学性质,主管部门,硕士点,博士点,现任校长,董事长,主要院系,类型,所属行业,法定代表人,经营范围,公司类型,公司口号,著名产品
台湾电视台,台湾电视台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海复旦大学,复旦大学,,Fudan University,,邯郸校区:上海市杨浦区邯郸路220号枫林校区:上海市徐汇区东安路130号江湾校区:上海市杨浦区淞沪路2005号张江校区:上海市浦东新区张衡路826号,,,,,,,,,,,,,,,,,,,,,,,,全国优秀博士论文55篇(截至2012年)全国首批深化创新创业教育改革示范高校(2017年)全国创新创业典型经验高校(2016年)全国毕业生就业典型经验高校(2011年)2018年国家级教学成果奖一等奖2项、二等奖6项[11] ,竺可桢、于右任、邵力子、陈寅恪、冯德培、李岚清、李源潮、朱民、韩正、王沪宁、丁薛祥、梁建章等,1905年(乙巳年)6月29日,马相伯,,公立大学,中华人民共和国教育部,学术学位授权一级学科43个[1] 专业学位授权类别32个,学术学位授权一级学科37个专业学位授权类别4个,,,,,,,,,,
华南理工大学,华南理工大学,,South China University of Technology,,五山校区:广州市天河区五山路381号大学城校区:广州市番禺区广州大学城国际校区:广州市番禺区创新城,,,,,,,,,,,,,,,,,,,,,,,,中国国家科技奖29项(2010年-2014年) 中国国家专利奖13项(2009年-2013年)全国毕业生就业典型经验高校(2013年)全国创新创业典型经验高校(2018年),,1952年,,,公立大学,中华人民共和国教育部,学术学位授权一级学科42个专业学位授权类别16个,学术学位授权一级学科25个,,,,,,,,,,
哥伦比亚商学院,哥伦比亚商学院,,,,,,,,,,,,,,美国纽约,,,,,,,,,,,,,,,沃伦·巴菲特,,,,,,,,格伦·哈伯德,,,,,,,,,
普林斯顿大学,普林斯顿大学,,Princeton University[1] ,,"Princeton, NJ 08544",,,,,,,,,,,,,,,,,,,,,,,,"68位诺贝尔奖、15位菲尔兹奖、14位图灵奖;[9] 17枚奥运金牌,共60枚奥运奖牌(全美第15)[14] ",詹姆斯·麦迪逊  约翰·纳什、费曼、罗伯特·文丘里[15] ,1746年(丙寅年)[1] ,,,私立大学[1] ,,,,,,,,,,,,,
美国橡树资本管理有限公司,美国橡树资本管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际联盟,国际联盟,,League of Nations,,,瑞士-日内瓦-万国宫[2] ,,,1920年1月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伦敦大学皇家霍洛威学院,伦敦大学皇家霍洛威学院,,"Royal Holloway, University of London",,"Egham Hill, Egham TW20 0EX",,,,,,,,,,,,,,,,,,,,,,,,,乔治·艾略特、何超莲、莫文蔚、马克·斯特朗等,1886(霍洛威)1849(贝德福德),,,公立大学,,,,,,,,,,,,,
吉利德科学公司,,吉利德科学公司,Gilead Sciences,,,,美国加利福尼亚州,,1987年6月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生物医药,外资,,
北京中日友好医院,,,,,,,,,1984年10月23日,,,,,,,,,,,,,,,,,,,,,,,,,,北京市卫生和计划生育委员会[2] ,,,,,,,,,,,,
北京协和医学院,北京协和医学院,,Peking Union Medical College,,北京市东城区东单三条9号,,,,,,,,,,,,,,,,,,,,,,,,,吴阶平、刘德培、赵玉沛等,1917年,,,公立大学,国家卫生健康委员会,学术学位授权一级学科3个,学术学位授权一级学科7个,,,,,,,,,,
中国美国商会,中国美国商会,,AmCham China ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北大学,湖北大学,,Hubei University,,武昌主校区地址:武汉市武昌区友谊大道368号汉口校区地址:武汉市谌家矶街兴盛路特一号阳逻校区地址:武汉市新洲区阳逻平江东路630号,,,,,,,,,,,,,,,,,,,,,,,,国家科学技术进步奖二等奖3项(截至2020年1月)国家科学技术进步奖三等奖1项(截至2020年1月)全国科学大会重大科技成果奖1项(截至2020年1月)国家级教学成果奖6项(截至2020年1月)教育部本科教学工作水平评估优秀学校(2004年)展开主要奖项国家科学技术进步奖二等奖3项(截至2020年1月)国家科学技术进步奖三等奖1项(截至2020年1月)全国科学大会重大科技成果奖1项(截至2020年1月)国家级教学成果奖6项(截至2020年1月)教育部本科教学工作水平评估优秀学校(2004年)省级教学成果奖87项(截至2020年1月)高等学校科学研究优秀成果奖5项(截至2020年1月)收起,,1931年,,,公办高校,湖北省,学术学位授权一级学科27个专业学位授权类别19个,学术学位授权一级学科9个,,,,,,,,,,
海南大学,海南大学,,Hainan University,,海甸校区:海南省海口市美兰区人民大道58号城西校区:海南省海口市龙华区学院路4号儋州校区:海南省儋州市宝岛新村,,,,,,,,,,,,,,,,,,,,,,,,,曾毓庄、符气浩、吕飞杰等,1958年,,,公办高校,海南省,学术学位授权一级学科32个专业学位授权类别17个,学术学位授权一级学科10个,,,,,,,,,,
香港中文大学社会科学院,香港中文大学社会科学院,,,,,,,,,,,,,,香港,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新加坡国立大学,新加坡国立大学,,National University of Singapore,,"21 Lower Kent Ridge Rd, 119077",,,,,,,,,,,,,,,,,,,,,,,,,吴作栋、陈庆炎等,1905年,,,公立大学,,,,,,,,,,,,,
穆迪投资者服务公司,,穆迪投资者服务公司,,,,,,,1909年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澳大利亚科廷大学,科廷大学,,Curtin University,,"Bentley, Perth, Western Australia(主校区)[10] ",,,,,,,,,,,,,,,,,,,,,,,,西澳大利亚州商务贸易部“出口奖”亚太地区黄页“信息技术及电子通信奖”,罗硕瀚、John Butler、Amanda Higgs、Frances O‘Connor、W.Tim等,1967年,,,公立大学,,,,,,,,,,,,,
美国波士顿大学,波士顿大学,,Boston University,,"1 Silber Way Boston, MA 02215",,,,,,,,,,,,,,,,,,,,,,,,8位诺贝尔奖得主9位奥斯卡金像奖得主 、23位普利策奖得主10位罗德学者、6位马歇尔奖学金得主,马丁·路德·金、埃利·维瑟尔、骆家辉、张艺谋、熊晓鸽、朴载相,"1839年创建,1869年立案",,,私立大学,,,,,,,,,,,,,
荷兰莱顿大学,莱顿大学,,荷文:Universiteit Leiden拉丁文:Academia Lugduno Batava英文:Leiden University,,"Rapenburg 70, 2311 EZ Leiden",,,,,,,,,,,,,,,,,,,,,,,,16位诺贝尔奖得主,洛伦兹、曼德拉、丘吉尔、爱因斯坦、范德瓦尔斯、迪科斯彻等,1575年2月8日,,,国立大学,,,,,,,,,,,,,
洛克希德·马丁公司,,洛克希德·马丁,Lockheed Martin,,,,美国 马里兰州 蒙哥马利县 贝塞斯达,,1912 (1995改名),,,,,,,,,,,,,,,,,,,http://www.lockheedmartin.com/,,,,,,,,,,,,,,,,航空航天制造 国防工业承包,航空科技公司,我们永不忘记为谁工作,
美国食品药品监督管理局,食品药品监督管理局,,FDA,,,,,,1906年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国应急管理部,中华人民共和国应急管理部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
越南外交部,越南外交部,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.mofa.gov.vn/ ,,,,,,,,,,,,,,,,,,,
舒兰市公安局,舒兰市公安局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罗伯特•科赫研究所,罗伯特·科赫研究所,,Robert Koch Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北省人民医院,,,,,,,,,1923年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伦敦政经学院,伦敦政治经济学院,,The London School of Economics and Political Science,,"Houghton Street, London, WC2A 2AE[23] ",,,,,,,,,,,,,,,,,,,,,,,,18位诺贝尔奖得主[7] ,乔治·索罗斯、哈耶克、蒙代尔、刘易斯、特鲁多、李光耀、麻生太郎、龚祥瑞、杨洁篪,1895年,韦伯夫妇、格雷厄姆·沃拉斯、萧伯纳,,公立大学,,,,,,,,,,,,,
伊斯兰学校,伊斯兰学校,,Madrasah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"官立学校,私立学校,教区学校,伊斯兰教学校",,,,,,,
IMPERIAL COLLEGE,帝国理工学院,,Imperial College London,,"South Kensington, London SW7 2AZ",,,,,,,,,,,,,,,,,,,,,,,,诺贝尔奖、菲尔兹奖、图灵奖,亚历山大·弗莱明、丹尼斯·加博尔、布莱恩·梅、姚桐斌、王大珩、涂长望、陈吉宁,1907年,,,公立大学,,,,,,,,,,,,,
联合国世界粮食计划署,世界粮食计划署,,World Food Programme[1] United Nations World Food Programme,,,意大利罗马[1] ,,,,,,,,,,,,,,,,,,,,,,http://www.wfp.org/[1] ,,,,,,,,,,,,,,,,,,,
德州理工大学,德克萨斯理工大学,,Texas Tech University,,美国德克萨斯州拉伯克市美国德克萨斯州阿马里洛市美国德克萨斯州爱比林市美国德克萨斯州达拉斯市美国德克萨斯州埃尔帕索市展开地址美国德克萨斯州拉伯克市美国德克萨斯州阿马里洛市美国德克萨斯州爱比林市美国德克萨斯州达拉斯市美国德克萨斯州埃尔帕索市西班牙塞维利亚市收起,,,,,,,,,,,综合类,,,,,,,公立大学,,,,,,,,1923年2月10号,,,,,学术学位授权一级学科,学术学位授权一级学科59个,,,,综合类,,,,,,
英国医学会,英国医学会,,British Medical Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesco,特易购乐购(中国)投资有限公司,,TESCO CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
空中客车公司,,空中客车公司,Airbus,,,,法国图卢兹,,1970年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飞机制造,股份公司,以客户为中心,
荷航,,荷兰皇家航空公司,KLM Royal Dutch Airlines,,,,荷兰阿姆斯特丹,,1919年10月7日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,航空服务,航空公司,,
思科,,思科系统公司,Cisco Systems,,,,美国加利福尼亚州圣何塞,,1984年12月,,,,,,,,,,,,,,,,,,,http://www.cisco.com/,,,,,,,,,,,,,,,,"互联网解决方案,设备和软件产品",外商独资,,
中国海关总署,中华人民共和国海关总署,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国大豆出口协会,美国大豆出口协会,,U.S. Soybean Export Council,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港机场管理局,香港机场管理局,,Airport Authority Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国国家发改委,中华人民共和国国家发展和改革委员会[1] ,,National Development and Reform Commission,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ndrc.gov.cn/,,,,,,,,,,,,,,,,,,,
律政司,律政司,,Department of Justice,,,金钟道政府合署高座23楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港中学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港大学医学院,香港大学李嘉诚医学院[1] ,,Li Ka Shing Faculty of Medicine[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医管局,北京市医院管理局,,Beijing Municipal Administration of Hospitals,,,,,,2011年7月28日,,,,,北京市卫生局管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迪士尼乐园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港政务司,香港特别行政区政务司司长,,The Chief Secretary for Administration of Hong Kong Special Administrative Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国食品药物管理局,食品药品监督管理局,,FDA,,,,,,1906年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
穆迪公司,,穆迪公司,,,,,美国曼哈顿,,1900年,,,,,,,,,,,,,,,,,,,https://www.moodys.com/,,,,,,,,,,,,,,,,债券评级,,,
亚马逊,,亚马逊公司,Amazon,,,,西雅图,,1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,书籍、电子产品、家居产品等,,,
澳洲航空公司,,澳洲航空,Qantas Airways,澳航[4] ,,,澳大利亚新南威尔士州悉尼,,1920年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国际航空客运、货运,,The Spirit of Australia(澳大利亚精神),
中国民航,中国民用航空局,,CAAC,,,,,,2008年3月,,,,,,,,,,,,,,,,,,,http://www.caac.gov.cn/,,,,,,,,,,,,,,,,,,,
伦敦卫生与热带医学院,伦敦卫生与热带医学院,,"University of London, London School of Hygiene &amp; Tropical Medicine",,"Keppel St, Bloomsbury, London WC1E 7HT",,,,,,,,,,,研究生院、医学院,,,,,,,公立大学,,,,,,,,,,,,,,,,,,研究生院、医学院,,,,,,
湖北省卫生健康委员会,湖北省卫生健康委员会,,HUBEI HEALTH COMMITTEE,,,,,,2018年11月16日[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国科学院武汉分院,中国科学院武汉分院,,Wuhan Branch . Chinese Academy of Sciences,,湖北省武汉市武昌小洪山(430071),,,,,,,,,,,,,,,,,,,,,,,,,,1958年7月,,,,中国科学院,,,,,,,,,,,,
中国人民解放军,中国人民解放军,,"Peoples Liberation Army,简称:PLA",,,,,,1927年8月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚洲开发银行,亚洲开发银行,,The Asian Development Bank,,,菲律宾马尼拉,,,1966年11月24日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英国东英吉利大学,东英吉利大学,,University of East Anglia,东安格利亚大学,"Norwich Research Park, Norwich NR4 7TJ",,,,,,,,,,,,,,,,,,,,,,,,AMBA认证2位诺贝尔奖得主、3位布克奖得主全英第一个创造性写作课程[5] Queen's Anniversary Prize女王周年奖[6] THE Awards 2015 打破抗生素耐药性[7] ,保罗·纳斯、杰克·达文波特、石黑一雄、伊恩·麦克尤恩,1963年,,,公立大学,,,,,,,,,,,,,
新疆生产建设兵团,新疆生产建设兵团,,Xinjiang Production and Construction Corps,兵团、新疆兵团,,,,,,,,,,,中国西北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国医药集团有限公司,,中国医药集团有限公司,China National Pharmaceutical Group Corporation,,,,中国北京,,,,,,,,,,,,,,,,,,,,,http://www.sinopharm.com/,,,,,,,,,,,刘敬桢,,,医药,,健康相关产品的分销、零售、研发,中央企业,,
中国疾病预防控制中心,中国疾病预防控制中心,,Chinese Center for Disease Control and Prevention,,北京市昌平区昌百路155号,,,,,,,,,,,,,,,,,,,,,,,,,,1983年12月23日,,,,中华人民共和国国家卫生健康委员会,学术学位授权一级学科硕士点2个学术学位授权二级学科硕士点8个专业学位授权硕士点1个,学术学位授权一级学科博士点2个学术学位授权二级学科博士点8个,,,,,,,,,,
中国空军,中国人民解放军空军,,Air Force of the CPLA[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第四军医大学,中国人民解放军空军军医大学,,The Fourth Military Medical University,,西安市长乐西路169号,,,,,,,,,,,军事,,,,,,,公立大学,,,,,,"国家科技进步一等奖(5项)国家教学成果奖(特等奖1项,一等奖2项军队医疗成果奖(一等奖17项)",,1941年,,,,中国人民解放军空军,学术学位授权一级学科12个学术学位授权二级学科69个专业学位授权类别10个,学术学位授权一级学科11个学术学位授权二级学科65个专业学位授权类别2个,,,,军事,,,,,,
加州大学旧金山分校,加利福尼亚大学旧金山分校,,"University of California, San Francisco",,"1001 Potrero Ave, San Francisco, CA 94110",,,,,,,,,,,医学类研究型大学,,,,,,,公立大学,,,,,,诺贝尔生理学或医学奖9人,饶毅、刘德培、骆利群、山中伸弥、叶公杼、简悦威、詹启敏、俞德超,1864年5月17日(1873年附属于加州大学),,,,,,,,,,医学类研究型大学,,,,,,
美国斯坦福大学,斯坦福大学,,Leland Stanford Junior UniversityStanford University,,"450 Serra Mall, Stanford, CA 94305",,,,,,,,,,,,,,,,,,,,,,,,83位诺贝尔奖、8位菲尔兹奖、28位图灵奖[21] 4位普利策奖139枚奥运金牌(全美第二)、73银牌、58铜牌[22] ,赫伯特·克拉克·胡佛、文顿·瑟夫、谢尔盖·布林、拉里·佩奇[21] ,1891年(1885年成立)[19] ,,,私立大学,,,,,,,,,,,,,
解放军空军航空大学,中国人民解放军空军航空大学,,,,,,,,,,,,,,吉林长春,,,,,,,,公立大学,,,,,,,王海、张积慧、刘玉堤、杜凤瑞等,2004,,,,中国人民解放军空军,3个,,唐维忠,,航空机械工程、航空军械工程、航空控制工程等,,,,,,,
国防大学,中国人民解放军国防大学,,China People's Liberation Army National Defence University,,北京市海淀区红山口甲3号[7] ,,,,,,,,,,,,,,,,,,,,,,,,,许其亮、马晓天、韩卫国、秦卫江,1927年(起源)[4] ,毛泽东[4] ,,公立大学,中国共产党中央军事委员会,一级学科18个[6] 二级学科9个[6] ,一级学科13个[6] 二级学科3个[6] ,,,,,,,,,,
国防科技大学,中国人民解放军国防科技大学,,National University of Defense Technology,,湖南省长沙市开福区德雅路,,,,,,,,,,,,,,,,,,,,,,,,,陈赓、俞正声、粟戎生、迟万春,1953年,毛泽东,,公立大学,中国共产党中央军事委员会,学术学位授权一级学科33个,学术学位授权一级学科25个,,,,,,,,,,
美国农业部,美国农业部,,United States Department of Agriculture,,,,,,,,,,,联邦政府内阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港工业贸易署,香港工业贸易署,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人民币离岸交易中心,人民币离岸交易中心,,Offshore RMB market centers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
香港联交所,香港联合交易所有限公司,,The Stock Exchange of Hong Kong Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
布雷顿森林体系,布雷顿森林货币体系,,Bretton Woods system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

世界黄金协会",世界黄金协会,,,,,,,,1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政协,中国人民政治协商会议,, Chinese People's Political Consultative Conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中共政治局,中国共产党中央政治局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国宏观经济学会,中国宏观经济学会,,"CHINA SOCIETY OF MACROECONOMICS,CSM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,,中国农业银行,AGRICULTURAL BANK OF CHINA,,,,北京建国门内大街69号,,1951年,,,,,,,,,,,,,,,,,,,http://www.abchina.com/,,,,,,,,,,,,,,,,农业信贷、结算业务、投资银行、基金管理、金融租赁、保险等,中央企业(副部级单位),,
中国银行,,中国银行,BANK OF CHINA,,,,北京复兴门内大街1号,,1912年2月5日,,,,,,,,,,,,,,,,,,,http://www.boc.cn/,,,,,,,,,,,,,,,,商业银行、投资银行、基金、保险、航空租赁等,中央企业(副部级单位),,
中国建设银行,,中国建设银行,China Construction Bank,,,,北京金融大街25号,,1954年10月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,基金信托、租赁、人寿财险、投行、期货等,中央企业(副部级单位),,
中国工商银行,,中国工商银行,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,,,,北京复兴门内大街55号,,1984年1月1日,,,,,,,,,,,,,,,,,,,http://www.icbc.com.cn/,,,,,,,,,,,,,,,,资金管理、收费缴费、营销服务、金融理财、代理销售、电子商务等,中央企业(副部级单位),,
中国人民银行广州分行,中国人民银行广州分行,,People's Bank of China Guangzhou Branch,,,,,,1998年12月,,,,,中国人民银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国人民银行数字货币研究所,中国人民银行数字货币研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哈尔滨商业大学,哈尔滨商业大学,,Harbin University of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952年,,,公立大学,黑龙江省,学术学位授权一级学科14个学术学位授权二级学科73个,,,,,,,,,,,
国际清算银行,国际清算银行[2] ,,Bank for International Settlements[2] ,,,瑞士巴塞尔[2] ,,60个(2019年),1930年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBI,美国联邦调查局,,Federal Bureau of Investigation(简称FBI),,,"美国,弗吉尼亚州,匡提科",,,1935年,,,,,,,,,,,,,,,,,,,http://www.fbi.gov/ ,,,,,,,,,,,,,,,,,,,
伦敦金融城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英国律师事务所,,品诚梅森律师事务所,,,,,伦敦,,1831年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,综合法律服务,,,
上海证券交易所,,上海证券交易所,Shanghai Stock Exchange,,,,中国上海,,1990年11月26日[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,证券,,证券,证券交易,,
软银集团,,软银股份有限公司,ソフトバンク株式会社,,,,日本东京,,1981年9月3日,,,,,,,,,,,,,,,,,,,http://www.softbank.jp/,,,,,,,,,,,,,,,,"IT产业的投资,包括网络和电信",上市公司,,
浙江蚂蚁小微金融服务集团股份有限公司,,蚂蚁科技集团股份有限公司,ANT FINANCIAL SERVICES GROUP,,,,中国 浙江 杭州,,2014年10月16日,,,,,,,科创板上市公司,,,,,,,,,,,,,,,,,,,,,,,井贤栋[9] ,,科创板上市公司,,,互联网金融服务,民营,,
蚂蚁科技集团股份有限公司,,蚂蚁科技集团股份有限公司,ANT FINANCIAL SERVICES GROUP,,,,中国 浙江 杭州,,2014年10月16日,,,,,,,科创板上市公司,,,,,,,,,,,,,,,,,,,,,,,井贤栋[9] ,,科创板上市公司,,,互联网金融服务,民营,,
阿里集团,,阿里巴巴网络技术有限公司,Alibaba Group,,,,中国杭州,,1999年9月9日[14] ,,,,,,,,,,,,,,,,,,,http://www.alibaba.com/,,,,,马云,,,,,,,,,,,电子商务、网上支付、B2B网上交易市场及云计算业务,有限责任公司(台港澳法人独资)[14] ,,
